,,player_id,player_name,team_id,singles,doubles,triples,home_runs,at_bats,walked,hit_by_pitch,plate_appearances,stolen_bases,caught_stealing,struck_out,runs,runs_batted_in,sac_flies,groundouts,flyouts,popouts,lineouts,positiontype,hitting,TB,BA,OBP,SLG,OPS,BABIP,SB%,K%,BB%,ISO
league,160,684104e454a7fbd41338718a,Olive Kinoshita,68100c08c541cfa149e721e3,67,24,0,20,411,64,9,488,17,5,91,71,66,2,81,52,31,29,,111,195,0.27007299270072993,0.38,0.4744525547445255,0.8530533777897931,0.30132450331125826,0.7727272727272727,0.1864754098360656,0.13114754098360656,0.2043795620437956
league,161,6845f97e896f631e9d68988b,Rosemary Raymond,68069a789edf4f7b46032846,1,0,0,0,9,1,2,13,0,2,4,1,1,0,3,1,1,0,,1,1,0.1111111111111111,0.33,0.1111111111111111,0.4444444444444444,0.2,0.0,0.3076923076923077,0.07692307692307693,0.0
league,162,68410886925dd4f9d72abf91,Bertha Barker,6807b079ad144ec1a39c65bb,50,21,3,17,382,33,9,434,19,4,71,45,54,6,104,43,26,36,,91,169,0.23821989528795812,0.31,0.4424083769633508,0.7517107025447461,0.24666666666666667,0.8260869565217391,0.16359447004608296,0.07603686635944701,0.20418848167539266
league,163,684107fa08b7fc5e21e8ac04,Julian Petrauskas,68100c08c541cfa149e721e3,49,22,0,10,349,47,11,415,15,12,72,50,47,5,87,48,21,25,,81,133,0.23209169054441262,0.34,0.38108882521489973,0.7184674659915988,0.2610294117647059,0.5555555555555556,0.17349397590361446,0.11325301204819277,0.1489971346704871
league,164,6840fae4e63d9bb8728896a8,Larry Howarth,680664c9709b8b12f78c2b83,53,24,1,8,370,48,20,451,14,11,68,49,59,6,93,59,20,35,,86,136,0.23243243243243245,0.35,0.3675675675675676,0.7144144144144144,0.26,0.56,0.15077605321507762,0.10643015521064302,0.13513513513513514
league,165,6887d46c18e81770515b9d9a,Martin Norris,680935632198112ec9cdb904,0,0,0,1,17,2,0,18,0,0,5,3,2,0,4,2,2,2,,1,4,0.058823529411764705,0.16,0.23529411764705882,0.3931888544891641,0.0,,0.2777777777777778,0.1111111111111111,0.1764705882352941
league,166,6887d48118e81770515bb9a3,Lori Callahan,680e5f047d5b06095ef46ccb,18,3,0,8,153,13,4,174,6,1,61,18,24,2,27,14,6,11,,29,56,0.1895424836601307,0.27,0.3660130718954248,0.6334549323605411,0.2441860465116279,0.8571428571428571,0.3505747126436782,0.07471264367816093,0.1764705882352941
league,167,684190168d67c531e89fe484,Enrique Ngoy,680a505c87875f7f639d0379,60,26,3,18,406,50,14,476,17,8,116,65,47,2,87,43,22,20,,107,193,0.26354679802955666,0.36,0.4753694581280788,0.8376575937212991,0.3248175182481752,0.68,0.24369747899159663,0.10504201680672269,0.21182266009852213
league,168,68d7e3937820d868d725a5a0,Wiggleworm Lamb,68d7e389595d58990475cfda,62,16,2,15,350,52,6,417,25,4,84,52,68,6,61,46,27,18,,95,160,0.2714285714285714,0.37,0.45714285714285713,0.8267080745341615,0.311284046692607,0.8620689655172413,0.2014388489208633,0.12470023980815348,0.18571428571428572
league,169,68e73a0f066bad1929369995,Tina Montgomeryford,68e739fdc82e39151b79878e,1,0,0,0,3,1,0,4,1,0,1,0,0,0,1,0,0,0,,1,1,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333333,0.5,1.0,0.25,0.25,0.0
league,170,689a6b03325d639ce84df823,Ross Usher,689a686a19fb922f37f625d7,15,2,0,4,125,12,3,142,5,1,21,16,9,1,36,27,7,6,,21,35,0.168,0.26,0.28,0.5353191489361702,0.16831683168316833,0.8333333333333334,0.14788732394366197,0.08450704225352113,0.11200000000000002
league,171,6840fe00295b2368c0ac73e4,Zoey Peters,680aa067c68e9f3ac834d8d5,62,20,3,28,407,57,11,482,15,8,77,73,83,4,95,55,22,29,,113,223,0.27764127764127766,0.38,0.547911547911548,0.9257821115858694,0.2777777777777778,0.6521739130434783,0.15975103734439833,0.11825726141078838,0.2702702702702703
league,172,684108958ba62cf2ce8d9052,Trevor Watanabe,6807927bce5a952465d7c51d,52,17,2,18,375,53,12,443,14,5,97,56,58,3,88,37,25,24,,89,164,0.23733333333333334,0.35,0.43733333333333335,0.7849631301730624,0.26996197718631176,0.7368421052631579,0.21896162528216703,0.11963882618510158,0.2
league,173,6844115b88056169e0078fa5,Deborah Engel,6807c5cd4251378d1ace10ba,41,20,5,17,371,51,9,439,22,9,105,65,56,5,82,57,22,12,,83,164,0.22371967654986524,0.33,0.4420485175202156,0.7700301688963624,0.25984251968503935,0.7096774193548387,0.23917995444191345,0.11617312072892938,0.21832884097035038
league,174,68419b5a183c892d88a101a5,Jacobdegrom Chesterfield,68065ab9709b8b12f78c2a9e,62,14,4,28,414,36,9,466,18,2,96,72,86,5,83,63,20,24,,108,214,0.2608695652173913,0.33,0.5169082125603864,0.8466495918707313,0.2711864406779661,0.9,0.20600858369098712,0.07725321888412018,0.25603864734299514
league,175,6841004a08b7fc5e21e8aa0d,Chuck Katarel,6807927bce5a952465d7c51d,51,20,1,14,333,48,14,396,17,10,77,42,47,1,86,35,18,9,,86,150,0.25825825825825827,0.37,0.45045045045045046,0.8241878241878242,0.2962962962962963,0.6296296296296297,0.19444444444444445,0.12121212121212122,0.1921921921921922
league,176,6887d48018e81770515bb905,Catfish Demir,680e477a7d5b06095ef46ad1,3,1,0,3,20,2,1,23,1,0,4,6,3,0,7,1,1,0,,7,17,0.35,0.43,0.85,1.2847826086956522,0.3076923076923077,1.0,0.17391304347826086,0.08695652173913043,0.5
league,177,684104ed8ba62cf2ce8d8fc6,Fortuna Jaffray,6807b079ad144ec1a39c65bb,46,24,1,10,338,42,15,401,16,8,95,52,38,3,79,33,14,25,,81,137,0.23964497041420119,0.35,0.40532544378698226,0.7520591121286908,0.3008474576271186,0.6666666666666666,0.23690773067331672,0.10473815461346633,0.16568047337278108
league,178,68af35507d5388c228803f8f,João Bach,68af35507d5388c228803f89,32,4,0,6,173,20,3,195,11,5,46,26,17,0,38,22,6,9,,42,64,0.24277456647398843,0.33,0.3699421965317919,0.7015748495930163,0.2975206611570248,0.6875,0.2358974358974359,0.10256410256410256,0.12716763005780346
league,179,684105b4e63d9bb872889b3a,Inez Stoica,68080deac78ad8242ad625a6,55,8,3,23,391,38,11,445,12,5,93,53,71,3,94,53,21,17,,89,172,0.22762148337595908,0.31,0.4398976982097187,0.7514101135596059,0.23741007194244604,0.7058823529411765,0.20898876404494382,0.0853932584269663,0.2122762148337596
league,180,6887d44818e81770515b6aa0,Sticky Tuigamala,68067036709b8b12f78c2c2c,8,3,0,4,81,6,2,88,4,2,29,8,10,0,8,16,5,6,,15,30,0.18518518518518517,0.26,0.37037037037037035,0.6287973366625053,0.22916666666666666,0.6666666666666666,0.32954545454545453,0.06818181818181818,0.18518518518518517
league,181,68af35d848cde35d78ecc04e,Leslie Takeuchi,68af35507d5388c228803f89,67,15,1,17,386,36,18,445,11,5,87,47,60,2,97,50,25,16,,100,168,0.25906735751295334,0.35,0.43523316062176165,0.7836494502145218,0.29225352112676056,0.6875,0.19550561797752808,0.08089887640449438,0.1761658031088083
league,182,684102aef7b5d3bf791d67e9,Wade Khachatryan,6807927bce5a952465d7c51d,40,18,2,22,354,50,5,414,9,4,92,56,72,4,75,59,18,15,,82,170,0.23163841807909605,0.33,0.480225988700565,0.8119451170298628,0.2459016393442623,0.6923076923076923,0.2222222222222222,0.12077294685990338,0.24858757062146894
league,183,68f19da81f851289ff7cffe5,Yara Hendricks,68f19da81f851289ff7cffe4,1,0,0,0,3,1,0,4,0,0,0,0,1,0,1,0,0,1,,1,1,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333333,0.3333333333333333,,0.0,0.25,0.0
league,184,6805db0cac48194de3cd4033,Terri Aguilar,6812ebfb21bca5921ffa8d10,23,8,1,7,140,10,2,154,6,1,29,15,20,2,31,17,9,8,,39,70,0.2785714285714286,0.33,0.5,0.8311688311688312,0.3018867924528302,0.8571428571428571,0.18831168831168832,0.06493506493506493,0.22142857142857142
league,185,6887d48018e81770515bb909,Jared Sakai,680e477a7d5b06095ef46ad1,1,0,0,0,4,0,0,4,0,0,1,0,0,0,1,1,0,0,,1,1,0.25,0.25,0.25,0.5,0.3333333333333333,,0.25,0.0,0.0
league,186,6845787688056169e007906c,Fauna Deleon,681e92c41017959663077c0c,34,8,1,13,205,18,6,231,7,2,52,32,30,1,47,22,7,14,,56,105,0.2731707317073171,0.35,0.5121951219512195,0.8600212089077413,0.3049645390070922,0.7777777777777778,0.22510822510822512,0.07792207792207792,0.23902439024390243
league,187,6841e6e7e2d7557e153cc9ef,Ozzie Buckley,680935632198112ec9cdb904,59,19,1,24,349,39,12,403,28,9,75,67,64,2,75,45,24,12,,103,196,0.29512893982808025,0.38,0.5616045845272206,0.9446891616416484,0.3134920634920635,0.7567567567567568,0.18610421836228289,0.0967741935483871,0.26647564469914037
league,188,68d7e389595d58990475cfdc,Kilroy Barr,68d7e389595d58990475cfda,23,4,2,7,190,17,7,217,4,2,53,30,20,3,54,17,13,11,,36,65,0.18947368421052632,0.28,0.34210526315789475,0.6186029590104294,0.21804511278195488,0.6666666666666666,0.24423963133640553,0.07834101382488479,0.15263157894736842
league,189,6840fb868ba62cf2ce8d8c91,Jo Considerations,680664c9709b8b12f78c2b83,50,17,0,20,351,30,6,394,17,5,104,58,55,4,68,40,16,21,,87,164,0.24786324786324787,0.31,0.4672364672364672,0.7818144723515568,0.29004329004329005,0.7727272727272727,0.2639593908629442,0.07614213197969544,0.21937321937321935
league,190,6887d44918e81770515b6cee,Dalygos Ryan,68068db3f9b67839f528ba3b,3,2,1,1,59,5,1,64,3,0,21,7,3,0,20,6,3,1,,7,14,0.11864406779661017,0.2,0.23728813559322035,0.43728813559322033,0.16216216216216217,1.0,0.328125,0.078125,0.11864406779661017
league,191,6840fe55f415a392f733fa10,Nermal Lombardi,68067036709b8b12f78c2c2c,38,15,1,18,345,41,12,406,15,5,58,50,54,5,100,50,24,26,,72,143,0.20869565217391303,0.31,0.4144927536231884,0.7246664508936598,0.19708029197080293,0.75,0.14285714285714285,0.10098522167487685,0.20579710144927535
league,192,684105dde63d9bb872889b41,Pearl Arcturus,68080deac78ad8242ad625a6,57,19,1,13,404,54,22,486,22,6,93,72,38,3,101,53,28,30,,90,150,0.22277227722772278,0.34,0.3712871287128713,0.7149724289199106,0.2558139534883721,0.7857142857142857,0.19135802469135801,0.1111111111111111,0.1485148514851485
league,193,68e739fdc82e39151b798791,Cheezy Lange,68e739fdc82e39151b79878e,2,1,0,1,29,2,1,32,1,1,12,4,5,0,5,3,2,0,,4,8,0.13793103448275862,0.22,0.27586206896551724,0.49461206896551724,0.1875,0.5,0.375,0.0625,0.13793103448275862
league,194,6840fbe3ed58166c1895a8ea,Hamza Parks,680aa067c68e9f3ac834d8d5,55,17,0,15,369,60,9,447,15,5,72,51,61,6,91,60,20,30,,87,149,0.23577235772357724,0.35,0.4037940379403794,0.7551453892917308,0.25,0.75,0.1610738255033557,0.1342281879194631,0.16802168021680214
league,195,68796ee429d233c5ec75ffa8,Tony Fairmont,68796dd8ee911b762e00736d,47,9,2,12,386,74,17,481,24,8,126,51,44,2,96,51,18,16,,70,119,0.18134715025906736,0.34,0.3082901554404145,0.6444070656700596,0.232,0.75,0.26195426195426197,0.15384615384615385,0.12694300518134713
league,196,684106fee2d7557e153cc588,Q. Burgos,68100c08c541cfa149e721e3,77,18,0,15,381,33,14,439,25,7,90,63,56,7,78,48,7,25,,110,173,0.2887139107611549,0.36,0.4540682414698163,0.8149877816997013,0.33568904593639576,0.78125,0.20501138952164008,0.07517084282460136,0.1653543307086614
league,197,6841fd80896f631e9d6895c3,Franklin Bonnet,68069a789edf4f7b46032846,1,0,0,0,8,1,1,10,0,0,2,1,2,0,3,2,0,0,,1,1,0.125,0.3,0.125,0.425,0.16666666666666666,,0.2,0.1,0.0
league,198,6841e4c2f415a392f734019b,Shirley Higashi,680935632198112ec9cdb904,73,23,2,20,416,36,15,479,21,8,95,50,68,9,71,64,29,22,,118,205,0.28365384615384615,0.36,0.49278846153846156,0.8478304783451842,0.3161290322580645,0.7241379310344828,0.19832985386221294,0.07515657620041753,0.20913461538461542
league,199,6887d46518e81770515b94af,Theresa Laursen,68086624089c4cd53528e758,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,2,1.0,1.0,2.0,3.0,1.0,,0.0,0.0,1.0
league,200,68d7e3fb436091774e8df08f,Flapjack Hinton,68d7e389595d58990475cfda,41,15,3,23,405,60,6,479,20,10,107,56,56,8,85,60,22,28,,82,172,0.20246913580246914,0.31,0.4246913580246914,0.7336683935152968,0.20848056537102475,0.6666666666666666,0.22338204592901878,0.12526096033402923,0.22222222222222224
league,201,68f920b0a974067b2bc38999,Paige Harper,68f9208985bfb4d8eac4e489,33,10,0,10,261,44,8,317,11,3,89,29,30,3,50,44,6,13,,53,93,0.20306513409961685,0.33,0.3563218390804598,0.688600320093118,0.2606060606060606,0.7857142857142857,0.2807570977917981,0.138801261829653,0.15325670498084293
league,202,6840fbd988056169e00785bd,Coyote Guest,680664c9709b8b12f78c2b83,56,17,3,16,371,59,13,451,22,3,105,67,47,5,88,48,8,19,,92,163,0.24797843665768193,0.37,0.4393530997304582,0.8054245283018868,0.2980392156862745,0.88,0.2328159645232816,0.13082039911308205,0.19137466307277629
league,203,6840fb1b896f631e9d688d71,Jessimo Claeys,6807c8564251378d1ace110c,0,0,0,0,6,1,1,8,0,0,0,0,0,0,2,1,0,2,,0,0,0.0,0.25,0.0,0.25,0.0,,0.0,0.125,0.0
league,204,6875080cc464d565b8099518,Caroline Blackwood,68750273e326fdcbc2ee201d,6,0,0,2,40,4,2,47,0,0,8,4,6,1,9,9,1,4,,8,14,0.2,0.3,0.35,0.6478723404255319,0.1935483870967742,,0.1702127659574468,0.0851063829787234,0.14999999999999997
league,205,6886fc83316e95c5a8c62b22,Donna Yoon,6886fc0840f292b1184c13bc,74,22,1,11,409,34,16,465,12,8,89,65,47,3,95,53,18,28,,108,165,0.26405867970660146,0.34,0.4034229828850856,0.7454143248764276,0.3108974358974359,0.6,0.1913978494623656,0.07311827956989247,0.13936430317848414
league,206,6887d4b118e81770515bfea4,Elvis Jovanovski,6864c3f593ee59ce6e2dc497,0,0,0,0,5,0,0,5,1,0,2,0,1,0,3,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0
league,207,68e73aac8a70dcdd6a50bf42,Dicky Maung,68e739fdc82e39151b79878e,24,2,0,4,168,27,4,200,8,3,39,23,11,0,41,30,10,10,,30,44,0.17857142857142858,0.31,0.2619047619047619,0.5684374252213449,0.208,0.7272727272727273,0.195,0.135,0.08333333333333334
league,208,6805db0dac48194de3cd4163,Melanie Knudsen,6805db0dac48194de3cd4160,28,9,0,2,170,42,8,222,14,3,57,25,14,1,31,21,2,8,,39,54,0.22941176470588234,0.4,0.3176470588235294,0.7203619909502262,0.33035714285714285,0.8235294117647058,0.25675675675675674,0.1891891891891892,0.08823529411764705
league,209,6841e2adec9dc637cfd0d0a5,Edwin Bradfordson,680935632198112ec9cdb904,74,17,0,24,426,42,14,492,15,11,65,66,66,8,102,64,32,31,,115,204,0.2699530516431925,0.35,0.4788732394366197,0.8278528312733544,0.263768115942029,0.5769230769230769,0.13211382113821138,0.08536585365853659,0.2089201877934272
league,210,684113bf554d8039701f19a2,Valentina Jarvis,68066e2b9edf4f7b46032650,52,10,0,16,383,50,17,457,16,10,128,50,55,5,84,38,21,23,,78,136,0.20365535248041775,0.32,0.35509138381201044,0.6737727024933291,0.2540983606557377,0.6153846153846154,0.2800875273522976,0.10940919037199125,0.1514360313315927
league,211,68419a20f7b5d3bf791d6be7,Ace Rosales,68065ab9709b8b12f78c2a9e,50,18,0,19,380,44,12,439,20,11,94,52,62,3,88,48,20,19,,87,162,0.22894736842105262,0.33,0.4263157894736842,0.7520561083802901,0.2518518518518518,0.6451612903225806,0.214123006833713,0.10022779043280182,0.19736842105263158
league,212,6841aef3896f631e9d6894f3,Kingsley Singles,680e5f047d5b06095ef46ccb,71,22,2,14,405,43,16,469,20,8,115,51,53,4,85,41,15,26,,109,177,0.2691358024691358,0.36,0.43703703703703706,0.796011396011396,0.3392857142857143,0.7142857142857143,0.24520255863539445,0.09168443496801706,0.16790123456790124
league,213,6887d45a18e81770515b8557,Ren Chang,6807b91cad144ec1a39c6640,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0
league,214,6841e251554d8039701f1df8,Beulah Finnegan,680935632198112ec9cdb904,83,16,0,15,409,45,21,483,30,9,81,62,56,5,98,51,19,23,,114,175,0.2787286063569682,0.38,0.4278728606356968,0.8028728606356967,0.3113207547169811,0.7692307692307693,0.16770186335403728,0.09316770186335403,0.14914425427872857
league,215,684133068d67c531e89fe332,Arthew Keith,680b055fcb7a15e5259d2c5f,56,14,1,13,363,36,13,417,24,6,108,46,39,3,73,48,16,22,,84,139,0.23140495867768596,0.32,0.38292011019283745,0.7034020379036808,0.2897959183673469,0.8,0.2589928057553957,0.08633093525179857,0.1515151515151515
league,216,684103f554a7fbd413387166,Y. Medrano,6807927bce5a952465d7c51d,57,26,0,24,383,41,5,434,19,6,98,66,68,4,67,59,19,16,,107,205,0.2793733681462141,0.35,0.5352480417754569,0.8885967715676047,0.3132075471698113,0.76,0.22580645161290322,0.0944700460829493,0.2558746736292428
league,217,68f1a1338b21efb7b5f1127a,Doc Sharipova,68f19da81f851289ff7cffe4,55,14,0,13,391,46,9,455,7,5,95,53,50,1,103,39,24,34,,82,135,0.20971867007672634,0.31,0.3452685421994885,0.6517562379489292,0.24295774647887325,0.5833333333333334,0.2087912087912088,0.1010989010989011,0.13554987212276215
league,218,6887d45818e81770515b81d3,Waddle Vargová,6807927bce5a952465d7c51d,1,0,0,0,4,0,0,3,0,0,2,0,0,0,1,0,0,0,,1,1,0.25,0.25,0.25,0.5,0.5,,0.6666666666666666,0.0,0.0
league,219,6887d44818e81770515b6aa2,Jeff Herring,68067036709b8b12f78c2c2c,50,8,2,14,379,30,13,424,12,2,100,42,49,2,106,42,22,21,,74,128,0.19525065963060687,0.28,0.33773087071240104,0.6136742669388162,0.2247191011235955,0.8571428571428571,0.2358490566037736,0.07075471698113207,0.14248021108179418
league,220,68419d3e08b7fc5e21e8afac,Huifang Heikkinen,68419b4308b7fc5e21e8afa3,5,1,0,0,32,3,1,37,1,0,8,2,2,0,9,4,0,3,,6,7,0.1875,0.28,0.21875,0.4965277777777778,0.25,1.0,0.21621621621621623,0.08108108108108109,0.03125
league,221,68f19da81f851289ff7cffe8,Ashley Flanagan,68f19da81f851289ff7cffe4,56,12,0,12,299,32,6,342,19,2,63,46,45,3,65,40,18,16,,80,128,0.26755852842809363,0.35,0.4280936454849498,0.7751524690143616,0.29955947136563876,0.9047619047619048,0.18421052631578946,0.0935672514619883,0.1605351170568562
league,222,68f921fb85bfb4d8eac4e4a5,Zachary Schumacher,68f9208985bfb4d8eac4e489,45,7,1,14,330,23,10,366,10,1,115,29,38,3,61,49,14,14,,67,118,0.20303030303030303,0.27,0.3575757575757576,0.6307998012916046,0.25980392156862747,0.9090909090909091,0.31420765027322406,0.06284153005464481,0.15454545454545457
league,223,6840faf7e63d9bb8728896c0,Bertha Akiyama,6812ebfb21bca5921ffa8d10,23,8,1,5,136,22,11,172,10,3,24,28,26,3,31,17,10,11,,37,62,0.27205882352941174,0.41,0.45588235294117646,0.862859097127223,0.2909090909090909,0.7692307692307693,0.13953488372093023,0.12790697674418605,0.18382352941176472
league,224,6841fd5a144e874e6deb89d0,Kit Osborne,68069a789edf4f7b46032846,0,0,0,1,9,1,1,11,0,0,4,1,1,0,1,1,1,0,,1,4,0.1111111111111111,0.27,0.4444444444444444,0.7171717171717171,0.0,,0.36363636363636365,0.09090909090909091,0.3333333333333333
league,225,6887d45a18e81770515b855a,Fernanda Buckley,6807b91cad144ec1a39c6640,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
league,226,6840fafa925dd4f9d72abb28,Kubrick Polyshchuk,68086624089c4cd53528e758,46,14,4,11,357,30,12,405,14,6,103,45,41,3,77,40,19,32,,75,130,0.21008403361344538,0.29,0.3641456582633053,0.6551904343827083,0.2601626016260163,0.7,0.254320987654321,0.07407407407407407,0.15406162464985992
league,227,68f920f8dc997c460bc85a9b,Z. Pichardo,68f9208985bfb4d8eac4e489,17,8,1,11,167,25,5,199,6,3,37,27,22,1,37,24,11,8,,37,80,0.2215568862275449,0.34,0.47904191616766467,0.8174257545515031,0.21666666666666667,0.6666666666666666,0.18592964824120603,0.12562814070351758,0.2574850299401198
league,228,68d7e3d4b77279a6b405af56,Opal Cousins,68d7e389595d58990475cfda,69,16,2,16,429,44,11,492,23,5,88,60,53,4,104,54,28,37,,103,171,0.2400932400932401,0.32,0.3986013986013986,0.7223718904046773,0.26443768996960487,0.8214285714285714,0.17886178861788618,0.08943089430894309,0.1585081585081585
league,229,6805db0dac48194de3cd4161,Cheezy Axelsson,6805db0dac48194de3cd4160,12,1,0,2,86,10,7,103,4,1,40,11,7,0,14,8,2,4,,15,22,0.1744186046511628,0.31,0.2558139534883721,0.5664935651388575,0.29545454545454547,0.8,0.3883495145631068,0.0970873786407767,0.08139534883720931
league,230,6845b80f554d8039701f20dc,Kennedy Weaver,68077beaee9f269dec7251e9,49,17,2,15,363,38,14,422,14,9,106,47,46,3,69,45,24,17,,83,149,0.22865013774104684,0.32,0.41046831955922863,0.7334348267362621,0.27755102040816326,0.6086956521739131,0.25118483412322273,0.09004739336492891,0.1818181818181818
league,231,68419b28ec9dc637cfd0cfaa,Kaori Tortellini,68065ab9709b8b12f78c2a9e,63,18,1,23,431,41,15,495,23,5,109,76,66,3,91,69,19,28,,105,194,0.24361948955916474,0.33,0.45011600928074247,0.7786874378521711,0.271523178807947,0.8214285714285714,0.2202020202020202,0.08282828282828283,0.20649651972157773
league,232,6840fa9854a7fbd413386e04,Minnie Shi,6807c8564251378d1ace110c,3,0,0,0,8,0,0,8,0,0,1,2,1,0,3,1,0,0,,3,3,0.375,0.38,0.375,0.75,0.42857142857142855,,0.125,0.0,0.0
league,233,6845b76bf7b5d3bf791d6f8b,Mamie Travis,68077beaee9f269dec7251e9,2,2,0,0,9,2,0,9,0,1,3,2,3,0,1,1,0,0,,4,6,0.4444444444444444,0.55,0.6666666666666666,1.212121212121212,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222
league,234,6887d47a18e81770515bb1e8,Clayton Tadesse,680b055fcb7a15e5259d2c5f,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
league,235,689a6a3a19fb922f37f625ea,Alcides Wizard,689a686a19fb922f37f625d7,74,15,2,9,368,48,13,435,23,11,97,57,42,2,101,27,12,22,,100,146,0.2717391304347826,0.37,0.3967391304347826,0.7702890144255019,0.3446969696969697,0.6764705882352942,0.22298850574712645,0.1103448275862069,0.125
league,236,68419b74ec9dc637cfd0cfae,Madelyn Powers,68419b4308b7fc5e21e8afa3,25,4,2,9,158,8,9,177,6,3,41,23,24,1,25,24,9,10,,40,75,0.25316455696202533,0.32,0.47468354430379744,0.7985471806674338,0.28440366972477066,0.6666666666666666,0.23163841807909605,0.04519774011299435,0.2215189873417721
league,237,6887d44818e81770515b6a77,B. Herbert,68066e2b9edf4f7b46032650,0,0,0,0,3,1,0,4,2,0,2,1,0,0,1,0,0,0,,0,0,0.0,0.25,0.0,0.25,0.0,1.0,0.5,0.25,0.0
league,238,6840fc4fe2d7557e153cc25d,Asher Miyazaki,680aa067c68e9f3ac834d8d5,52,15,0,11,364,44,12,424,14,7,86,51,44,3,83,48,26,26,,78,126,0.21428571428571427,0.32,0.34615384615384615,0.6629387161302055,0.24814814814814815,0.6666666666666666,0.2028301886792453,0.10377358490566038,0.13186813186813187
league,239,68419ae1f415a392f7340084,Mars Meijer,68065ab9709b8b12f78c2a9e,63,20,2,13,371,42,7,420,10,3,108,55,42,0,74,38,15,28,,98,161,0.2641509433962264,0.35,0.4339622641509434,0.7839622641509434,0.34,0.7692307692307693,0.2571428571428571,0.1,0.169811320754717
league,240,68417dd3e63d9bb872889f38,Sharon Sahu,68068863ce5a952465d7b88f,46,11,2,25,397,57,14,476,15,3,156,55,70,6,69,45,18,16,,84,174,0.21158690176322417,0.33,0.43828715365239296,0.7652913730616757,0.26576576576576577,0.8333333333333334,0.3277310924369748,0.11974789915966387,0.22670025188916879
league,241,6845773bf415a392f734043b,Traci Sweeney,681e92c41017959663077c0c,47,8,1,20,312,41,8,364,7,4,81,51,50,2,77,33,18,13,,76,146,0.24358974358974358,0.34,0.46794871794871795,0.8123013350286077,0.26291079812206575,0.6363636363636364,0.22252747252747251,0.11263736263736264,0.22435897435897437
league,242,68419b74ec9dc637cfd0cfae,Cy Riley,68419b4308b7fc5e21e8afa3,4,1,0,2,40,6,1,48,0,0,15,10,4,1,3,5,4,5,,7,14,0.175,0.29,0.35,0.6416666666666666,0.20833333333333334,,0.3125,0.125,0.175
league,243,6887d49018e81770515bcdea,Jessie Hailu,6812ebfb21bca5921ffa8d10,28,6,0,5,157,26,1,184,6,3,42,28,16,0,29,17,8,11,,39,60,0.2484076433121019,0.36,0.3821656050955414,0.7408612572694544,0.3090909090909091,0.6666666666666666,0.22826086956521738,0.14130434782608695,0.13375796178343952
league,244,6864c4484dca64cf777cebcd,Caleb Egan,6864c3f593ee59ce6e2dc497,60,13,3,19,390,46,5,444,18,9,62,62,53,1,108,58,18,32,,95,171,0.24358974358974358,0.33,0.43846153846153846,0.7687782805429864,0.24516129032258063,0.6666666666666666,0.13963963963963963,0.1036036036036036,0.19487179487179487
league,245,68870e7e1f79b00a978a671d,Benjamin Middleton,6807ce932d90bd2924b77a08,63,10,2,13,388,35,19,448,25,3,92,56,52,3,86,59,15,27,,88,141,0.2268041237113402,0.32,0.3634020618556701,0.6825031854511757,0.26223776223776224,0.8928571428571429,0.20535714285714285,0.078125,0.13659793814432988
league,246,6845b22354a7fbd413387a91,Bruce Solano,68077beaee9f269dec7251e9,66,16,3,18,402,46,8,465,17,6,110,51,68,5,86,54,22,18,,103,179,0.2562189054726368,0.34,0.44527363184079605,0.7858376231640065,0.3046594982078853,0.7391304347826086,0.23655913978494625,0.0989247311827957,0.18905472636815923
league,247,68410c56896f631e9d6891ae,Han-Soo Zhang,680848f06f38e1fcb9f6f1bb,69,11,0,10,402,50,6,465,22,11,98,43,41,1,101,59,17,26,,90,131,0.22388059701492538,0.32,0.32587064676616917,0.6439534354371932,0.2711864406779661,0.6666666666666666,0.210752688172043,0.10752688172043011,0.10199004975124379
league,248,6841c762ec9dc637cfd0d05a,Zawacki Franco,6807b079ad144ec1a39c65bb,57,11,1,13,361,39,11,416,14,4,101,46,46,1,76,50,23,16,,82,134,0.22714681440443213,0.32,0.37119113573407203,0.6915794852486352,0.2782258064516129,0.7777777777777778,0.24278846153846154,0.09375,0.1440443213296399
league,249,687507b730105d5ca836ad50,Chorby Amos,68750273e326fdcbc2ee201d,5,2,0,2,38,7,1,46,3,1,9,8,4,0,10,4,3,2,,9,17,0.23684210526315788,0.37,0.4473684210526316,0.8169336384439359,0.25925925925925924,0.75,0.1956521739130435,0.15217391304347827,0.2105263157894737
